konveksi,kodebarang,namabarang,deskripsi,hargamodal,dailyprice,anama,alink,bnama,blink,cnama,clink,dnama,dlink,aclick1,aclick2,aclick3,bclick1,bclick2,bclick3,cclick1,cclick2,cclick3,dclick1,dclick2,dclick3
TATA,D5056,VERA,D5056 VERA,31500,35500,DOMMO,https://shopee.co.id/product/135900627/6939096857/,DAFFA WAHYU,,JURAGAN SEPATU,,,,,,,,,,,,,,,
TATA,D5059,HEELS KACA SOVIA,D5059 HEELS KACA SOVIA,42320,48999,DOMMO,https://shopee.co.id/-LOKAL--D5059-Sepatu-Hak-Kaca-Sovia-heels-jelly-Tinggi-Sepatu-Heels-Heel-Hells-Cinderella-i.135900627.6139110812?sp_atk=e43e2cf7-f52f-4058-bdaa-cc89f9a6a479,DAFFA WAHYU,,JURAGAN SEPATU,,,,,,,,,,,,,,,
TATA,D5060,HEELS JELITA,D5060 HEELS JELITA,42300,49500,DOMMO,https://shopee.co.id/-LOKAL--D5060-Sandal-Hak-Kaca-Jelita-Hells-kaca-Wanita-Pendek-Heel-i.135900627.3539208439?sp_atk=2ad3e9ad-57ae-47c1-8cdf-cd714dcab649,DAFFA WAHYU,,JURAGAN SEPATU,,,,,,,,,,,,,,,
TATA,D5064,SITI,D5064 SITI,10580,12500,DOMMO,https://shopee.co.id/-LOKAL--D5064-SEPATU-SITI-FLATSHOES-i.135900627.3639192710?sp_atk=78815673-055b-4154-b0d7-5d390f50953f,DAFFA WAHYU,https://shopee.co.id/PROMO-11.11-SALE-FLATSHOES-DAFF-01-i.8938041.2843519692?sp_atk=72c5a8b5-82bc-437c-a36b-2de8b856a0d0,JURAGAN SEPATU,,,,,,,,,,,,,,,
TATA,D5066,VIA,D5066 VIA,26100,33500,DOMMO,https://shopee.co.id/-LOKAL--D5066-Sepatu-VIA-HILSS-HAK-TAHU-i.135900627.6640186726?sp_atk=b798152a-4de9-456b-9023-a18aed512c3e,DAFFA WAHYU,https://shopee.co.id/AFC-02-HILSS-HAK-TAHU-i.8938041.5305308323?sp_atk=ae6123f3-9d02-4c29-81c8-1bfc87860f6a,JURAGAN SEPATU,https://shopee.co.id/12.12-Sale-HEELS-HAK-TAHU-WANITA-LL-01-i.10123774.4650196919?sp_atk=7661ed47-3afe-4959-8900-1aeae8a87f7b,,,,,,,,,,,,,,
TATA,D5067,FLATSHOES TIANA,D5067 FLATSHOES TIANA,10580,13850,DOMMO,https://shopee.co.id/-LOKAL--D5067-Slip-Sandal-Tiana-Daff-16-Sendal-Morymony-Daffawahyu-i.135900627.6840943622?sp_atk=55f5f241-3d6c-489f-8b44-9ffba933185f,DAFFA WAHYU,https://shopee.co.id/DAFF-16-SANDAL-TEPLEK-NIKA-i.8938041.6507846415?sp_atk=7bf9f9fe-807d-4337-bd1b-47035361ecfa,JURAGAN SEPATU,,,,,,,,,,,,,,,
TATA,D5068,TIARA,D5068 TIARA,9200,10500,DOMMO,https://shopee.co.id/-LOKAL--D5068-Slip-Sandal-TIARA-Daff-32-i.135900627.5540951948?sp_atk=e48c8b31-5015-489e-9fcc-91a0c7139a91,DAFFA WAHYU,https://shopee.co.id/Daff-32-SANDAL-TEPLEK-NAURA-i.8938041.5215628723?sp_atk=6ffaeaf8-1580-4b67-a655-6ec0c8d0bf5b,JURAGAN SEPATU,https://shopee.co.id/12.12-Sale-Sandal-Wanita-Teplek-Selop-H-Sintetis-Terbaru-i.10123774.4519978874?sp_atk=4fe5091c-ed07-4624-973a-f767049a8afb,,,,,,,,,,,,,,
TATA,D5069,BELLA,D5069 BELLA,17000,24500,DOMMO,https://shopee.co.id/-LOKAL--D5069-FLAT-SHOES-BELLA-RS09-FLATSHOES-i.135900627.6240954812?sp_atk=eebd4d64-11cb-4a04-b6ec-301b608c7043,DAFFA WAHYU,https://shopee.co.id/RS-09-FLATSHEOS-NABILA-i.8938041.2366241309?sp_atk=bdc4c3d3-e462-4c8d-b38a-4751138c931b,JURAGAN SEPATU,,,,,,,,,,,,,,,
TATA,D5070,SEPATU MORE,D5070 SEPATU MORE,17100,22000,DOMMO,https://shopee.co.id/-LOKAL--D5070-SEPATU-MORE-SNEAKERS-WANITA-i.135900627.5840960612?sp_atk=ff9c2fb3-bb04-40c0-ac91-7f766f34b7ec,DAFFA WAHYU,,JURAGAN SEPATU,https://shopee.co.id/12.12-Sale-Sepatu-Sneakers-Wanita-More-i.10123774.2509040087?sp_atk=bbd86440-7bcb-4391-9322-5d7e46b543c6,,,,,,,,,,,,,,
TATA,D5072,FLATSHOES SHAKIRA,D5072 FLATSHOES SHAKIRA,11040,13600,DOMMO,https://shopee.co.id/-LOKAL--D5072-FLAT-SHOES-SHAKIRA-FLATSHOES-i.135900627.4041845833?sp_atk=bd03bec6-99f0-43c1-919a-3606b6f1a7c4,DAFFA WAHYU,https://shopee.co.id/PROMO-11.11-SALE-FLATSHOES-DAFF-19-SHAKIRA-i.8938041.3120142659?sp_atk=39258630-d90a-494a-9f4d-785098b43e8a,JURAGAN SEPATU,https://shopee.co.id/12.12-Sale-FLATSHOES-WANITA-SHAKIRA-i.10123774.5348557538?sp_atk=ed1fa893-3087-4ce8-9724-df6591b11592,,,,,,,,,,,,,,
TATA,D5074,LEONA,D5074 LEONA,10350,12000,DOMMO,https://shopee.co.id/-LOKAL--D5074-FLAT-SHOES-LEONA-FLATSHOES-DAFF-35-i.135900627.7041849364?sp_atk=2dcdd596-601d-41fd-9b66-aaf4a882c70f,DAFFA WAHYU,https://shopee.co.id/FLATSHOES-DAFF-35-TATIA-i.8938041.3219003727?sp_atk=db1429f4-5c7c-406a-9960-e09db6ece2b7,JURAGAN SEPATU,,,,,,,,,,,,,,,
TATA,D5076,PRICILIA,D5076 PRICILIA,10580,11900,DOMMO,https://shopee.co.id/product/135900627/3942959067/,DAFFA WAHYU,https://shopee.co.id/DAFF-08-FLIP-FLOP-MONICA-i.8938041.4104743706?sp_atk=809ea638-802a-44ac-9149-5a02652a33d9,JURAGAN SEPATU,,,,,,,,,,,,,,,
TATA,D5077,SENDAL SILANG,D5077 SENDAL SILANG,10350,11500,DOMMO,https://shopee.co.id/-LOKAL--D5077-Sendal-Slip-SILANG-Daff-11-i.135900627.4542859078?sp_atk=cf469f19-8c79-430c-afdd-21bad8fc9a5e,DAFFA WAHYU,https://shopee.co.id/DAFF-11-SANDAL-TEPLEK-PATAYA-i.8938041.7804750952?sp_atk=72970a3d-042a-49f7-8afb-a653a6fe0d9b,JURAGAN SEPATU,,,,,,,,,,,,,,,
TATA,D5079,DV 73 SNEAKER MEOW,D5079 DV 73 SNEAKER MEOW,23400,29000,DOMMO,https://shopee.co.id/product/135900627/7745087251/,DAFFA WAHYU,,JURAGAN SEPATU,,,,,,,,,,,,,,,
